Article_ID,Article_ID2,Country,Disease_name,Disease_name2,Disease,PMID,First Author,Publication Year,DOI,Combining Authoryear (withformula),Authoryear,Ncases,Ncontrol,total,genus,Genus_mean_RA_disease,Genus_mean_RA_control,foldchange(calculation),foldchange,pvalue,,logEffectSize,logStandardError,logStandardDeviation,logLLCI,logULCI,EffectSize,LLCI,ULCI,,,,,Age_disease,Age_control,Sequencing_type,16s_sequencing_region,Genus(original_,Genus_clean (original,Genus_classified,Genus_RA_in_disease,Genus_>1_studies(cancer_or_autoimmune),Genus_increased_HowMany_Cancer_study,Genus_decreased_HowMany_Cancer_study,Genus_increased_HowMany_Autoimmune_study,Genus_decreased_HowMany_Autoimmune_study,Genus_statistical_test,Genus_mean_RA_disease(original),Genus_mean_RA_control (original),Genus_effect_type,Genus_effect_type_quanititative_value,Genus_quantitative_data_source_in_paper,Genus_Pvalue(original)
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Neisseria,0.000033,0.00000,23.98550725,23.9855,0.00000000000003310,130,3.177449481,0.406370701,5.9028754,2.380977542,3.97392142,23.9855,10.81547028,53.19271336,,,,,14-71 years,23-70 years,shotgun,na,Neisseria,Neisseria,yes,increased,no,0,0,1,0,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.0000331,0.00000138,fold-change (relative abun_dise/rel.abd_health),23.98550725,additional file 1,0.000000
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Bifidobacterium ,0.015062,0.00120,12.57802088,12.5780,0.00000000003310000,131,2.531949256,0.372171033,5.406096525,1.802507435,3.261391077,12.578,6.064835596,26.08579928,,,,,14-71 years,23-70 years,shotgun,na,Bifidobacterium,Bifidobacterium ,yes,increased,yes,2,4,2,2,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.01506218,0.0011975,fold-change (relative abun_dise/rel.abd_health),12.57802088,additional file 1,0.000000
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Collinsella,0.000499,0.00007,7.530271903,7.5303,0.00000018100000000,132,2.018934882,0.380382282,5.525371806,1.273399308,2.764470455,7.5303,3.572977595,15.87063355,,,,,14-71 years,23-70 years,shotgun,na,Collinsella,Collinsella,yes,increased,yes,2,0,3,3,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.000498504,0.0000662,fold-change (relative abun_dise/rel.abd_health),7.530271903,additional file 1,0.000000
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Rothia,0.000026,0.00000,7.5,7.5000,0.00000000000508000,133,2.014903021,0.284122854,4.127122848,1.458032459,2.571773582,7.5,4.297495707,13.08901831,,,,,14-71 years,23-70 years,shotgun,na,Rothia,Rothia,yes,increased,yes,2,0,2,0,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.0000264,0.00000352,fold-change (relative abun_dise/rel.abd_health),7.5,additional file 1,0.000000
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Actinomyces,0.000085,0.00001,7.310344828,7.3103,0.00000000000000001,134,1.989284313,0.224098195,3.255214305,1.550059922,2.428508703,7.3103,4.711752513,11.34195524,,,,,14-71 years,23-70 years,shotgun,na,Actinomyces,Actinomyces,yes,increased,yes,2,0,4,1,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.0000848,0.0000116,fold-change (relative abun_dise/rel.abd_health),7.310344828,additional file 1,0.000000
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Corynebacterium,0.000011,0.00000,4.953271028,4.9533,0.00000000000004990,135,1.600054021,0.206137626,2.994321978,1.196031698,2.004076344,4.9533,3.306967804,7.419237908,,,,,14-71 years,23-70 years,shotgun,na,Corynebacterium,Corynebacterium,yes,increased,no,0,0,1,0,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.0000106,0.00000214,fold-change (relative abun_dise/rel.abd_health),4.953271028,additional file 1,0.000000
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Eggerthella,0.000244,0.00006,3.923916533,3.9239,0.00004420000000000,136,1.367086057,0.331598412,4.816745157,0.717165113,2.017007001,3.9239,2.048617372,7.515796469,,,,,14-71 years,23-70 years,shotgun,na,Eggerthella,Eggerthella,yes,increased,yes,0,0,3,0,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.00024446,0.0000623,fold-change (relative abun_dise/rel.abd_health),3.923916533,additional file 1,0.000044
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Sutterella,0.000058,0.00002,3.802631579,3.8026,0.00570965100000000,137,1.335685043,0.482925077,7.014891936,0.389169286,2.282200801,3.8026,1.475754354,9.79822063,,,,,14-71 years,23-70 years,shotgun,na,Sutterella,Sutterella,yes,increased,yes,1,0,2,0,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.0000578,0.0000152,fold-change (relative abun_dise/rel.abd_health),3.802631579,additional file 1,0.005710
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Megamonas,0.000136,0.00004,3.253054893,3.2531,0.00220437300000000,138,1.179608388,0.384422091,5.584053413,0.426154936,1.93306184,3.2531,1.531358019,6.910637148,,,,,14-71 years,23-70 years,shotgun,na,Megamonas,Megamonas,yes,increased,yes,0,4,2,1,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.000136303,0.0000419,fold-change (relative abun_dise/rel.abd_health),3.253054893,additional file 1,0.002204
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,unclassified,0.001070,0.00034,3.168925344,3.1689,0.00010183300000000,139,1.153384525,0.294439179,4.276976129,0.576294337,1.730474712,3.1689,1.779432222,5.643332229,,,,,14-71 years,23-70 years,shotgun,na,genus(Flavonifractor_plautii_ATCC_29863),unclassified,no,increased,yes,0,0,3,2,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.001069788,0.000337587,fold-change (relative abun_dise/rel.abd_health),3.168925344,additional file 1,0.000102
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Faecalibacterium,0.067027,0.03523,1.902748902,1.9027,0.00004390000000000,140,0.64327393,0.155969473,2.265587454,0.337579381,0.948968479,1.9027,1.401550861,2.58304382,,,,,14-71 years,23-70 years,shotgun,na,Faecalibacterium,Faecalibacterium,yes,increased,yes,1,5,2,7,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.067027266,0.035226543,fold-change (relative abun_dise/rel.abd_health),1.902748902,additional file 1,0.000044
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,unclassified,0.001654,0.00091,1.81087252,1.8109,0.01098812500000000,141,0.593823959,0.233603884,3.393292425,0.135968759,1.051679159,1.8109,1.145646102,2.8624536,,,,,14-71 years,23-70 years,shotgun,na,genus(Lachnospiraceae_bacterium_7_1_58FAA),unclassified,no,increased,yes,0,0,3,2,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.001653658,0.000913183,fold-change (relative abun_dise/rel.abd_health),1.81087252,additional file 1,0.010988
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Megasphaera,0.000020,0.00001,1.743589744,1.7436,0.00381198700000000,142,0.555951941,0.191886278,2.787309196,0.179861747,0.932042136,1.7436,1.197051855,2.539690279,,,,,14-71 years,23-70 years,shotgun,na,Megasphaera,Megasphaera,yes,increased,yes,3,0,1,1,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.0000204,0.0000117,fold-change (relative abun_dise/rel.abd_health),1.743589744,additional file 1,0.003812
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,unclassified,0.000369,0.00022,1.659751561,1.6598,0.04904745400000000,143,0.506697113,0.257883139,3.745968973,0.001255448,1.012138778,1.6598,1.001256237,2.751479531,,,,,14-71 years,23-70 years,shotgun,na,genus(butyrate-producing_bacterium_SSC/2),unclassified,no,increased,yes,0,0,3,2,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.000368508,0.000222026,fold-change (relative abun_dise/rel.abd_health),1.659751561,additional file 1,0.049047
,Article_0297,China,Ankylosing spondylitis,Arthritis,Autoimmune,28750650,Wen C,2017,10.1186/s13059-017-1271-6,"Wen C, 2017","Wen C, 2017",97,114,211,Prevotella,0.002020,0.00143,1.417127454,1.4171,0.04904745400000000,144,0.34861253,0.177426102,2.577262997,0.00086376,0.696361299,1.4171,1.000864134,2.006438579,,,,,14-71 years,23-70 years,shotgun,na,Prevotella,Prevotella,yes,increased,yes,4,3,3,5,"Wilcoxon rank-sum test (FDR corrected p value), median relative abunadnce",0.002019802,0.001425279,fold-change (relative abun_dise/rel.abd_health),1.417127454,additional file 1,0.049047
Article_0418,Article_0418,USA,Multiple sclerosis,Multiple sclerosis,Autoimmune,27352007,Jangi S,2016,10.1038/ncomms12015,"Jangi S, 2016","Jangi S, 2016",60,43,103,Methanobrevibacter,0.013700,0.00364,3.763736264,3.7637,0.00230000000000000,145,1.325402516,0.433773738,4.402322629,0.475221612,2.17558342,3.7637,1.608370593,8.807321989,,,,,49.7±8.50 years,42.2±9.61 years,16s,V3–V5,Methanobrevibacter,Methanobrevibacter,yes,increased,yes,0,0,2,2,"DESEq2 multifactorial modeling (corected P value), counted illumina platform",1.37E-02,3.64E-03,not given,not given,not given,0.002300
,Article_0418,USA,MS,Multiple sclerosis,Autoimmune,27352007,Jangi S,2016,10.1038/ncomms12015,"Jangi S, 2016","Jangi S, 2016",60,43,103,Akkermansia,0.107000,0.05290,2.02268431,2.0227,0.03450000000000000,146,0.704433253,0.333748365,3.387175961,0.050298478,1.358568027,2.0227,1.051584925,3.890618051,,,,,49.7±8.50 years,42.2±9.61 years,16s,V3–V5,Akkermansia,Akkermansia,yes,increased,yes,3,1,1,2,"DESEq2 multifactorial modeling (corected P value), counted illumina platform",1.07E-01,5.29E-02,not given,not given,not given,0.034500
,Article_0418,USA,MS,Multiple sclerosis,Autoimmune,27352007,Jangi S,2016,10.1038/ncomms12015,"Jangi S, 2016","Jangi S, 2016",60,43,103,Butyricimonas,0.000581,0.00137,0.424087591,0.4241,0.00950000000000000,147,-0.857786003,0.330806241,3.357316669,-1.506154321,-0.209417684,0.4241,0.221761163,0.811056399,,,,,49.7±8.50 years,42.2±9.61 years,16s,V3–V5,Butyricimonas,Butyricimonas,yes,decreased,no,1,0,0,1,"DESEq2 multifactorial modeling (corected P value), counted illumina platform",5.81E-04,1.37E-03,not given,not given,not given,9.50E-03
,Article_0418,USA,MS,Multiple sclerosis,Autoimmune,27352007,Jangi S,2016,10.1038/ncomms12015,"Jangi S, 2016","Jangi S, 2016",60,43,103,Paraprevotella,0.000465,0.00347,0.134005764,0.1340,0.00870000000000000,148,-2.009915479,0.766123854,7.775307924,-3.511490641,-0.508340317,0.134,0.029852382,0.601493039,,,,,49.7±8.50 years,42.2±9.61 years,16s,V3–V5,Paraprevotella,Paraprevotella,yes,decreased,yes,2,0,0,3,"DESEq2 multifactorial modeling (corected P value), counted illumina platform",4.65E-04,3.47E-03,not given,not given,not given,8.70E-03
,Article_0418,USA,MS,Multiple sclerosis,Autoimmune,27352007,Jangi S,2016,10.1038/ncomms12015,"Jangi S, 2016","Jangi S, 2016",60,43,103,Haemophilus ,0.004610,0.00479,0.962421712,0.9624,0.02570000000000000,149,-0.038325114,0.017205852,0.174620328,-0.072047965,-0.004602264,0.9624,0.930486264,0.99540831,,,,,49.7±8.50 years,42.2±9.61 years,16s,V3–V5,Haemophilus,Haemophilus ,yes,decreased,yes,2,1,1,4,"DESEq2 multifactorial modeling (corected P value), counted illumina platform",4.61E-03,4.79E-03,not given,not given,not given,2.57E-02
,Article_0418,USA,MS,Multiple sclerosis,Autoimmune,27352007,Jangi S,2016,10.1038/ncomms12015,"Jangi S, 2016","Jangi S, 2016",60,43,103,Slackia,0.000048,0.00016,0.294444444,0.2944,0.05210000000000000,150,-1.222815892,0.63062895,6.400184827,-2.458825921,0.013194137,0.2944,0.085535317,1.013281563,,,,,49.7±8.50 years,42.2±9.61 years,16s,V3–V5,Slackia,Slackia,yes,decreased,yes,1,1,0,2,"DESEq2 multifactorial modeling (corected P value), counted illumina platform",4.77E-05,1.62E-04,not given,not given,not given,5.21E-02
,Article_0418,USA,MS,Multiple sclerosis,Autoimmune,27352007,Jangi S,2016,10.1038/ncomms12015,"Jangi S, 2016","Jangi S, 2016",60,43,103,Barnesiella,0.006550,0.01180,0.555084746,0.5551,0.00010000000000000,151,-0.588607001,0.150086267,1.523209249,-0.882770679,-0.294443323,0.5551,0.413635272,0.744946166,,,,,49.7±8.50 years,42.2±9.61 years,16s,V3–V5,Barnesiella,Barnesiella,yes,decreased,no,1,0,1,1,"DESEq2 multifactorial modeling (corected P value), counted illumina platform",6.55E-03,1.18E-02,not given,not given,not given,1.00E-04
,Article_0418,USA,MS,Multiple sclerosis,Autoimmune,27352007,Jangi S,2016,10.1038/ncomms12015,"Jangi S, 2016","Jangi S, 2016",60,43,103,Acidaminococcaceae_unclassified,0.000570,0.00006,9.827586207,9.8276,0.02570000000000000,152,2.285194754,1.025925789,10.41200959,0.274417156,4.295972352,9.8276,1.315763566,73.40355382,,,,,49.7±8.50 years,42.2±9.61 years,16s,V3–V5,Acidaminococcaceae_unc,Acidaminococcaceae_unclassified,no,decreased,no,0,0,0,1,"DESEq2 multifactorial modeling (corected P value), counted illumina platform",5.70E-04,5.80E-05,not given,not given,not given,2.57E-02
,Article_0418,USA,MS,Multiple sclerosis,Autoimmune,27352007,Jangi S,2016,10.1038/ncomms12015,"Jangi S, 2016","Jangi S, 2016",60,43,103,Megamonas,0.000279,0.00012,2.325,2.3250,0.00001800000000000,153,0.843720039,0.194637436,1.97535423,0.462237675,1.225202403,2.325,1.587622596,3.404855167,,,,,49.7±8.50 years,42.2±9.61 years,16s,V3–V5,Megamonas,Megamonas,yes,increased,yes,0,4,2,1,"DESEq2 multifactorial modeling (corected P value), counted illumina platform",2.79E-04,1.20E-04,not given,not given,not given,1.80E-05
,Article_0418,USA,MS,Multiple sclerosis,Autoimmune,27352007,Jangi S,2016,10.1038/ncomms12015,"Jangi S, 2016","Jangi S, 2016",60,43,103,Guggenheimella,0.003170,0.00162,1.956790123,1.9568,0.00003600000000000,154,0.671310486,0.16091027,1.633060887,0.355932151,0.986688821,1.9568,1.42751069,2.68233805,,,,,49.7±8.50 years,42.2±9.61 years,16s,V3–V5,Guggenheimella,Guggenheimella,yes,decreased,no,0,0,0,1,"DESEq2 multifactorial modeling (corected P value), counted illumina platform",3.17E-03,1.62E-03,not given,not given,not given,3.60E-05
,Article_0418,USA,MS,Multiple sclerosis,Autoimmune,27352007,Jangi S,2016,10.1038/ncomms12015,"Jangi S, 2016","Jangi S, 2016",60,43,103,Thermoplasmatales_unclassified,0.000002,0.00002,0.0875,0.0875,0.03450000000000000,155,-2.436116486,1.154190109,11.71375027,-4.698287531,-0.17394544,0.0875,0.009110866,0.840342746,,,,,49.7±8.50 years,42.2±9.61 years,16s,V3–V5,"Thermoplasmatales_unc	",Thermoplasmatales_unclassified,no,increased,no,0,0,1,0,"DESEq2 multifactorial modeling (corected P value), counted illumina platform",1.82E-06,2.08E-05,not given,not given,not given,3.45E-02
Article_0419,Article_0419,USA,Multiple sclerosis,Multiple sclerosis,Autoimmune,27346372,Chen J,2016,10.1038/srep28484,"Chen J, 2016","Chen J, 2016",31,36,67,Adlercreutzia,0.000090,0.00052,0.174224806,0.1742,0.00000416000000000,156,-1.747551215,0.374748455,3.067448309,-2.482044691,-1.013057739,0.1742,0.083572172,0.363106994,,,,,42.9 ± 10.6 years,40.3 ± 7.3,16s,V3–V5,Adlercreutzia,Adlercreutzia,yes,decreased,no,1,0,0,1,Wilcoxon rank-sum test (FDR corrected p value),8.99E-05,5.16E-04,log2-foldchange,-2.52,Table2,0.000004
,Article_0419,USA,MS,Multiple sclerosis,Autoimmune,27346372,Chen J,2016,10.1038/srep28484,"Chen J, 2016","Chen J, 2016",31,36,67,Collinsella,0.000869,0.00187,0.464705882,0.4647,0.03170000000000000,157,-0.766363243,0.357328503,2.924859854,-1.46671424,-0.066012246,0.4647,0.230682208,0.9361194,,,,,42.9 ± 10.6 years,40.3 ± 7.3,16s,V3–V5,Collinsella,Collinsella,yes,decreased,yes,2,0,3,3,Wilcoxon rank-sum test (FDR corrected p value),8.69E-04,1.87E-03,log2-foldchange,-1.11,Table2,0.031700
,Article_0419,USA,MS,Multiple sclerosis,Autoimmune,27346372,Chen J,2016,10.1038/srep28484,"Chen J, 2016","Chen J, 2016",31,36,67,Actinobacteria_unclassified,0.000046,0.00049,0.092886179,0.0929,0.01340000000000000,158,-2.376231633,0.961568238,7.870775245,-4.260870749,-0.491592517,0.0929,0.014110011,0.611651553,,,,,42.9 ± 10.6 years,40.3 ± 7.3,16s,V3–V5,Actinobacteria_unclassified,Actinobacteria_unclassified,no,decreased,no,0,0,0,1,Wilcoxon rank-sum test (FDR corrected p value),4.57E-05,4.92E-04,log2-foldchange,-3.43,Table2,0.013400
,Article_0419,USA,MS,Multiple sclerosis,Autoimmune,27346372,Chen J,2016,10.1038/srep28484,"Chen J, 2016","Chen J, 2016",31,36,67,Flavobacterium,0.002260,0.00001,160.2836879,160.2837,0.01340000000000000,159,5.07694537,2.054441725,16.81633027,1.05031358,9.10357716,160.2837,2.858547362,8987.384581,,,,,42.9 ± 10.6 years,40.3 ± 7.3,16s,V3–V5,Flavobacterium,Flavobacterium,yes,increased,no,0,1,1,1,Wilcoxon rank-sum test (FDR corrected p value),2.26E-03,1.41E-05,log2-foldchange,7.33,Table2,0.013400
,Article_0419,USA,MS,Multiple sclerosis,Autoimmune,27346372,Chen J,2016,10.1038/srep28484,"Chen J, 2016","Chen J, 2016",31,36,67,Parabacteroides,0.008510,0.03930,0.21653944,0.2165,0.00725000000000000,160,-1.530164732,0.569723068,4.663384296,-2.646801427,-0.413528037,0.2165,0.070877558,0.661312993,,,,,42.9 ± 10.6 years,40.3 ± 7.3,16s,V3–V5,Parabacteroides,Parabacteroides,yes,decreased,yes,4,1,2,4,Wilcoxon rank-sum test (FDR corrected p value),8.51E-03,3.93E-02,log2-foldchange,-2.21,Table2,0.007250
,Article_0419,USA,MS,Multiple sclerosis,Autoimmune,27346372,Chen J,2016,10.1038/srep28484,"Chen J, 2016","Chen J, 2016",31,36,67,Pedobacter,0.001030,0.00000,544.973545,544.9735,0.00000401000000000,161,6.30073717,1.348833801,11.04068049,3.657071499,8.94440284,544.9735,38.74770388,7664.870068,,,,,42.9 ± 10.6 years,40.3 ± 7.3,16s,V3–V5,Pedobacter,Pedobacter,yes,increased,no,0,1,1,0,Wilcoxon rank-sum test (FDR corrected p value),1.03E-03,1.89E-06,log2-foldchange,9.09,Table2,0.000004
,Article_0419,USA,MS,Multiple sclerosis,Autoimmune,27346372,Chen J,2016,10.1038/srep28484,"Chen J, 2016","Chen J, 2016",31,36,67,Blautia,0.104000,0.05030,2.067594433,2.0676,0.00525000000000000,162,0.726388514,0.260025774,2.128402693,0.216747362,1.236029667,2.0676,1.242030278,3.441920729,,,,,42.9 ± 10.6 years,40.3 ± 7.3,16s,V3–V5,Blautia,Blautia,yes,increased,yes,1,1,5,1,Wilcoxon rank-sum test (FDR corrected p value),1.04E-01,5.03E-02,log2-foldchange,1.04,Table2,0.005250
,Article_0419,USA,MS,Multiple sclerosis,Autoimmune,27346372,Chen J,2016,10.1038/srep28484,"Chen J, 2016","Chen J, 2016",31,36,67,Coprobacillus,0.005010,0.01380,0.363043478,0.3630,0.01340000000000000,163,-1.013352445,0.410064201,3.356520141,-1.817063509,-0.20964138,0.363,0.162502237,0.81087499,,,,,42.9 ± 10.6 years,40.3 ± 7.3,16s,V3–V5,Coprobacillus,Coprobacillus,yes,decreased,no,0,1,1,1,Wilcoxon rank-sum test (FDR corrected p value),5.01E-03,1.38E-02,log2-foldchange,-1.46,Table2,0.013400
,Article_0419,USA,MS,Multiple sclerosis,Autoimmune,27346372,Chen J,2016,10.1038/srep28484,"Chen J, 2016","Chen J, 2016",31,36,67,Dorea,0.046600,0.02260,2.061946903,2.0619,0.01340000000000000,164,0.723627888,0.292823975,2.396867539,0.149703442,1.297552333,2.0619,1.161489743,3.660326435,,,,,42.9 ± 10.6 years,40.3 ± 7.3,16s,V3–V5,Dorea,Dorea,yes,increased,yes,2,2,2,1,Wilcoxon rank-sum test (FDR corrected p value),4.66E-02,2.26E-02,log2-foldchange,1.05,Table2,0.013400
,Article_0419,USA,MS,Multiple sclerosis,Autoimmune,27346372,Chen J,2016,10.1038/srep28484,"Chen J, 2016","Chen J, 2016",31,36,67,Lactobacillus,0.000723,0.00524,0.137977099,0.1380,0.02900000000000000,165,-1.980501594,0.908452687,7.436005724,-3.761036143,-0.199967045,0.138,0.023259628,0.818757735,,,,,42.9 ± 10.6 years,40.3 ± 7.3,16s,V3–V5,Lactobacillus,Lactobacillus,yes,decreased,yes,5,0,2,2,Wilcoxon rank-sum test (FDR corrected p value),7.23E-04,5.24E-03,log2-foldchange,-2.86,Table2,0.029000
,Article_0419,USA,MS,Multiple sclerosis,Autoimmune,27346372,Chen J,2016,10.1038/srep28484,"Chen J, 2016","Chen J, 2016",31,36,67,Haemophilus ,0.000107,0.00037,0.291553134,0.2916,0.02370000000000000,166,-1.232372279,0.545585263,4.465807847,-2.301699745,-0.163044812,0.2916,0.100088574,0.849553117,,,,,42.9 ± 10.6 years,40.3 ± 7.3,16s,V3–V5,Haemophilus,Haemophilus ,yes,decreased,yes,2,1,1,4,Wilcoxon rank-sum test (FDR corrected p value),1.07E-04,3.67E-04,log2-foldchange,-1.78,Table2,0.023700
,Article_0419,USA,MS,Multiple sclerosis,Autoimmune,27346372,Chen J,2016,10.1038/srep28484,"Chen J, 2016","Chen J, 2016",31,36,67,Mycoplana,0.000203,0.00000,147.1014493,147.1014,0.00525000000000000,167,4.991122145,1.786675278,14.62456744,1.489302949,8.492941341,147.1014,4.434003714,4880.199314,,,,,42.9 ± 10.6 years,40.3 ± 7.3,16s,V3–V5,Mycoplana,Mycoplana,yes,increased,no,0,0,1,0,Wilcoxon rank-sum test (FDR corrected p value),2.03E-04,1.38E-06,log2-foldchange,7.2,Table2,0.005250
